BIC;Name
HELADEF1GRU;SPARKASSE GRUENBERG
HELADEF1GTH;KREISSPARKASSE GOTHA
HELADEF1HAN;SPARKASSE HANAU
HELADEF1HEP;SPARKASSE STARKENBURG
HELADEF1HER;SPARKASSE BAD HERSFELD-ROTENBURG
HELADEF1HIL;KREISSPARKASSE HILDBURGHAUSEN
HELADEF1ILK;SPARKASSE ARNSTADT-ILMENAU
HELADEF1JEN;SPARKASSE JENA-SAALE-HOLZLAND
HELADEF1KAS;KASSELER SPARKASSE
HELADEF1KOR;SPARKASSE WALDECK-FRANKENBERG
HELADEF1KYF;KYFFHAEUSERSPARKASSE ARTERN/SONDERSHAUSEN
HELADEF1LAU;SPARKASSE LAUBACH - HUNGEN
HELADEF1LIM;KREISSPARKASSE LIMBURG
HELADEF1MAR;SPARKASSE MARBURG-BIEDENKOPF
HELADEF1MEG;KREISSPARKASSE SCHWALM-EDER
HELADEF1MUE;SPARKASSE UNSTRUT-HAINICH
HELADEF1NOR;KREISSPARKASSE NORDHAUSEN
HELADEF1OFF;STAEDTISCHE SPARKASSE OFFENBACH
HELADEF1RRS;RHOEN-RENNSTEIG-SPARKASSE
HELADEF1SAR;KREISSPARKASSE SAALFELD-RUDOLSTADT
HELADEF1SLS;SPARKASSE LANGEN-SELIGENSTADT
HELADEF1SLU;KREISSPARKASSE SCHLUECHTERN
HELADEF1SOK;KREISSPARKASSE SAALE-ORLA
HELADEF1SON;SPARKASSE SONNEBERG
HELADEF1SWA;STADTSPARKASSE SCHWALMSTADT
HELADEF1TSK;TAUNUS-SPARKASSE
HELADEF1WAK;WARTBURG-SPARKASSE
HELADEF1WEI;KREISSPARKASSE WEILBURG
HELADEF1WEM;SPARKASSE MITTELTHUERINGEN
HELADEF1WET;SPARKASSE WETZLAR
HELADEF1822;FRANKFURTER SPARKASSE
HERZDEM1;BANKHAUS HERZOGPARK AG
HKBBDEF1FRA;HKB BANK GMBH
HOEBDE61;HOERNER-BANK AKTIENGESELLSCHAFT
HOLVDEB1;HOLVI PAYMENT SERVICES OY ZWG DEUTSCHLAND
HRBKDE51;GE CAPITAL BANK AG
HSHNDEHH;HSH NORDBANK AG
HSTBDEHH;HANSEATIC BANK GMBH AND CO KG
HYVEDEMM;UNICREDIT BANK AG (HYPOVEREINSBANK)
IBBBDEBB;INVESTITIONSBANK BERLIN
IBBFDE81;INTERNATIONALES BANKHAUS BODENSEE AKTIENGESELLSCHAFT
IBKBDES1;IBM DEUTSCHLAND KREDITBANK GESELLSCHAFT MIT BESCHRANKTER HAFTUNG
ICBKDEFF;INDUSTRIAL AND COMMERCIAL BANK OF CHINA LTD.
ICBVDEFF;VIETNAM JOINT STOCK COMMERCIAL BANK FOR INDUSTRY AND TRADE (VIETIN BAN
ICICDEFF;ICICI BANK UK PLC
IKBDDEDD;IKB DEUTSCHE INDUSTRIEBANK AG
ILBXDE8X;INVESTITIONSBANK DES LANDES BRANDEN BURG
IMMODE5M;WESTDEUTSCHE IMMOBILIENBANK AG
INGBDEFF;ING-DIBA AG (COMMERCIAL BANKING)
INGDDEFF;ING-DIBA AG (RETAIL BANKING)
INVODEF2;KOMMUNALKREDIT AUSTRIA AG DEUTSCHLAND
IRVTDEFX;THE BANK OF NEW YORK MELLON, FRANKFURT BRANCH
ISBKDEFX;ISBANK AG
ISBRDE55;INVESTITIONS- UND STRUKTURBANK RHEINLAND-PFALZ (ISB) GMBH
JPMGDEFF;J.P. MORGAN INTERNATIONAL BANK
JYBADEHH;JYSKE BANK A/S, HAMBURG BRANCH
KARSDE66;SPARKASSE KARLSRUHE
KFWIDEFF;KREDITANSTALT FUR WIEDERAUFBAU
KHMIDEMM;MIDDLE EAST BANK, MUNICH BRANCH
KOEXDEFA;KOREA EXCHANGE BANK (DEUTSCHLAND) AG
KREDDEDD;KBC BANK NV NIEDERLASSUNG DEUTSCHLAND
KRHADE21;SPARKASSE HANNOVER
KRSADE55;KREISSPARKASSE SAARLOUIS
KTAGDEFF;KT BANK AG
LAMPDEDD;BANKHAUS LAMPE KG
LAREDEFF;LANDWIRTSCHAFTLICHE RENTENBANK
LBSODEB1;LBS OSTDEUTSCHE LANDESBAUSPARKASSE AKTIENGESELLSCHAFT
LBSWDE31;LBS WESTDEUTSCHE LANDESBAUSPARKASSE
LENZDEM1;BANKHAUS AUGUST LENZ AND CO. AKTIENGESELLSCHAFT
LFFBDEMM;LFA FOERDERBANK BAYERN
LKBWDE6K;LANDESKREDITBANK BADEN-WUERTTEMBERG - FOERDERBANK
LOEBDEBB;BANKHAUS LOEBBECKE AG
LRFSDE31;FORD BANK GMBH
LUHSDE6A;SPARKASSE VORDERPFALZ
MACODEB1;WESTEND BANK AG
MALADE51AHR;KREISSPARKASSE AHRWEILER
MALADE51AKI;SPARKASSE WESTERWALD-SIEG
MALADE51BIT;KREISSPARKASSE BITBURG - PRUEM
MALADE51BKS;SPARKASSE MITTELMOSEL EIFEL MOSEL HUNSRUECK
MALADE51BMB;KREISSPARKASSE WESTERWALD
MALADE51COC;SPARKASSE MITTELMOSEL - EIFEL MOSEL HUNSRUECK
MALADE51DAU;KREISSPARKASSE VULKANEIFEL
MALADE51DKH;SPARKASSE RHEIN-HAARDT
MALADE51EMZ;LANDESBANK RHEINLAND-PFALZ
MALADE51KAD;SPARKASSE GERMERSHEIM - KANDEL
MALADE51KLK;KREISSPARKASSE KAISERSLAUTERN
MALADE51KLS;STADTSPARKASSE KAISERSLAUTERN
MALADE51KOB;SPARKASSE KOBLENZ
MALADE51KRE;SPARKASSE RHEIN-NAHE
MALADE51KUS;KREISSPARKASSE KUSEL
MALADE51LAS;STADTSPARKASSE LANDSTUHL
MALADE51LUH;KREISSPARKASSE-RHEIN-PFALZ
MALADE51MNZ;SPARKASSE MAINZ
MALADE51MYN;KREISSPARKASSE MAYEN
MALADE51NWD;SPARKASSE NEUWIED
MALADE51ROK;SPARKASSE DONNERSBERG
MALADE51SIM;KREISSPARKASSE RHEIN - HUNSRUECK
MALADE51SI5;Landesbank Rheinland-Pfalz
MALADE51SPY;KREIS- UND STADTSPARKASSE SPEYER
MALADE51SWP;SPARKASSE SUEDWESTPFALZ
MALADE51WOR;SPARKASSE WORMS-ALZEY-RIED
MANSDE61;SPARKASSE RHEIN NECKAR NORD
MANSDE66;SPARKASSE RHEIN NECKAR NORD
MARBDE6G;BANKHAUS GEBR. MARTIN AKTIENGESELLSCHAFT
MARKDEFFXXX;DEUTSCHE BUNDESBANK, ZENTRALE
MARKDEF1100;DEUTSCHE BUNDESBANK
MARKDEF1130;DEUTSCHE BUNDESBANK
MARKDEF1150;DEUTSCHE BUNDESBANK
MARKDEF1200;DEUTSCHE BUNDESBANK
MARKDEF1210;DEUTSCHE BUNDESBANK
MARKDEF1230;DEUTSCHE BUNDESBANK
MARKDEF1250;DEUTSCHE BUNDESBANK
MARKDEF1260;DEUTSCHE BUNDESBANK
MARKDEF1265;DEUTSCHE BUNDESBANK
MARKDEF1280;DEUTSCHE BUNDESBANK
MARKDEF1290;DEUTSCHE BUNDESBANK
MARKDEF1300;DEUTSCHE BUNDESBANK
MARKDEF1360;DEUTSCHE BUNDESBANK
MARKDEF1370;DEUTSCHE BUNDESBANK
MARKDEF1430;DEUTSCHE BUNDESBANK
MARKDEF1440;DEUTSCHE BUNDESBANK
MARKDEF1450;DEUTSCHE BUNDESBANK
MARKDEF1480;DEUTSCHE BUNDESBANK
MARKDEF1500;DEUTSCHE BUNDESBANK
MARKDEF1513;DEUTSCHE BUNDESBANK
MARKDEF1545;DEUTSCHE BUNDESBANK
MARKDEF1550;DEUTSCHE BUNDESBANK
MARKDEF1570;DEUTSCHE BUNDESBANK
MARKDEF1590;DEUTSCHE BUNDESBANK
MARKDEF1600;DEUTSCHE BUNDESBANK
MARKDEF1630;DEUTSCHE BUNDESBANK
MARKDEF1640;DEUTSCHE BUNDESBANK
MARKDEF1660;DEUTSCHE BUNDESBANK
MARKDEF1680;DEUTSCHE BUNDESBANK
MARKDEF1694;DEUTSCHE BUNDESBANK
MARKDEF1700;DEUTSCHE BUNDESBANK
MARKDEF1720;DEUTSCHE BUNDESBANK
MARKDEF1750;DEUTSCHE BUNDESBANK
MARKDEF1760;DEUTSCHE BUNDESBANK
MARKDEF1773;DEUTSCHE BUNDESBANK
MARKDEF1790;DEUTSCHE BUNDESBANK
MARKDEF1810;DEUTSCHE BUNDESBANK
MARKDEF1820;DEUTSCHE BUNDESBANK
MARKDEF1850;DEUTSCHE BUNDESBANK
MARKDEF1855;DEUTSCHE BUNDESBANK EH BAUTZEN
MARKDEF1860;DEUTSCHE BUNDESBANK
MARKDEF1870;DEUTSCHE BUNDESBANK
MARKDEF1900;DEUTSCHE BUNDESBANK, ZENTRALE
MCRDDEHH;MARCARD, STEIN UND CO.
MEBEDE6SDCB;MERCEDES-BENZ BANK AG
MEFIDEMM;MERCK FINCK PRIVATBANKIERS AG
MEGHDE81;MEDISERV GMBH
MELIDEHH;BANK MELLI IRAN
MERZDE55;SPARKASSE MERZIG-WADERN
METZDEFF;METZLER B. SEEL. SOHN UND CO. KOMMANDITGESELLSCHAFT AUF AKTIEN
MGLSDE33;STADTSPARKASSE MOENCHENGLADBACH
MHBFDEFF;RAISIN BANK AG
MHBFDE21;RAISIN BANK AG
MHCBDEDD;MIZUHO BANK, LTD. DUESSELDORF BRANCH
MHSBDEHB;MAX HEINR. SUTOR OHG
MHYPDEMM;MUENCHENER HYPOTHEKENBANK E.G.
MIBEDEFF;MISR BANK-EUROPE GMBH
MKBKDE51;MMV BANK GMBH
MLBKDEH1;MUENSTERLANDISCHE BANK THIE AND CO. KG
MLBKDE3M;MUNSTERLANDISCHE BANK THIE AND CO. KG
MLPBDE61;MLP BANKING AG
MMWHDEH1;M.M.WARBURG AND CO HYPOTHEKENBANK AKTIENGESELLSCHAFT
MNBIDEF1;BANK OF AMERICA, N.A. MILITARY BANK
MVBMDE51028;MAINZER VOLKSBANK E.G.
MVBMDE51050;MAINZER VOLKSBANK E.G.
MVBMDE51064;MAINZER VOLKSBANK E.G.
MVBMDE51065;MAINZER VOLKSBANK E.G.
MVBMDE51068;MAINZER VOLKSBANK E.G.
MVBMDE51088;MAINZER VOLKSBANK E.G.
MVBMDE51094;MAINZER VOLKSBANK E.G.
MVBMDE55;MAINZER VOLKSBANK E.G.
NASSDE55;NASSAUISCHE SPARKASSE
NATXDEFF;NATIXIS ZWEIGNIEDERLASSUNG DEUTSCHLAND
NATXDEFP;NATIXIS PFANDBRIEFBANK AG
NBAGDE3E;NATIONAL-BANK AG
NBPADEFF;NATIONAL BANK OF PAKISTAN, FRANKFURT
NDEADEFF;NORDEA BANK ABP FRANKFURT BRANCH
NEELDE22;BANKHAUS NEELMEYER AG
NFHBDE21;NORDFINANZ BANK AKTIENGESELLSCHAFT
NOLADEHAFI1;NordLB Kommunikations-BIC Niedersachsen
NOLADEHAFI4;NordLB Kommunikations-BIC Schleswig-Holstein
NOLADEHAFI5;NordLB Kommunikations-BIC Sachsen-Anhalt
NOLADEHAFI6;NordLB Kommunikations-BIC Mecklenburg-Vorpommern
NOLADE2H;NORDDEUTSCHE LANDESBANK GIROZENTRALE
NOLADE21BAH;STADTSPARKASSE BARSINGHAUSEN
NOLADE21BDF;SPARKASSE MITTELHOLSTEIN AG
NOLADE21BEB;KREISSPARKASSE BERSENBRUECK
NOLADE21BLK;SPARKASSE BURGENLANDKREIS
NOLADE21BOR;BORDESHOLMER SPARKASSE AG
NOLADE21BRD;SPAR- UND LEIHKASSE ZU BREDSTEDT
NOLADE21BTF;KREISSPARKASSE ANHALT-BITTERFELD
NOLADE21BUF;STADTSPARKASSE BURGDORF
NOLADE21CEL;SPARKASSE CELLE-GIFHORN-WOLFSBURG
NOLADE21CLZ;SPARKASSE HILDESHEIM GOSLAR PEINE
NOLADE21CMV;NORDDEUTSCHE LANDESBANK GIROZENTRALE
NOLADE21CSH;FINANZ INFORMATIK
NOLADE21DAN;SPARKASSE UELZEN LUECHOW-DANNENBERG
NOLADE21DES;STADTSPARKASSE DESSAU
NOLADE21DUD;SPARKASSE DUDERSTADT
NOLADE21DVS;FINANZ INFORMATIK
NOLADE21ECK;FOERDE SPARKASSE
NOLADE21EIL;SPARKASSE MANSFELD SUEDHARZ
NOLADE21EIN;SPARKASSE EINBECK
NOLADE21ELH;SPARKASSE ELMSHORN
NOLADE21EMS;SPARKASSE EMSLAND, MEPPEN
NOLADE21GFW;SPARKASSE CELLE-GIFHORN-WOLFSBURG
NOLADE21GOE;SPARKASSE GOETTINGEN
NOLADE21GRW;SPARKASSE VORPOMMERN
NOLADE21GSL;SPARKASSE HILDESHEIM GOSLAR PEINE
NOLADE21HAL;SAALESPARKASSE
NOLADE21HAM;SPARKASSE HARBURG-BUXTEHUDE
NOLADE21HDL;KREISSPARKASSE BOERDE
NOLADE21HIK;SPARKASSE HILDESHEIM
NOLADE21HIS;SPARKASSE HILDESHEIM GOSLAR PEINE
NOLADE21HMS;SPARKASSE HAMELN-WESERBERGLAND
NOLADE21HMU;KREIS - UND STADTSPARKASSE MUENDEN
NOLADE21HOL;SPARKASSE HOLSTEIN
NOLADE21HRZ;HARZSPARKASSE
NOLADE21HWS;SPARKASSE WESTHOLSTEIN
NOLADE21HZB;SPARKASSE OSTERODE AM HARZ
NOLADE21JEL;SPARKASSE JERICHOWER LAND
NOLADE21KIE;FOERDE SPARKASSE
NOLADE21KOT;KREISSPARKASSE ANHALT-BITTERFELD
NOLADE21LBG;SPARKASSE LUENEBURG
NOLADE21LBS;LBS NORDDEUTSCHE LANDESBAUSPARKASSE
NOLADE21LWL;SPARKASSE MECKLENBURG-SCHWERIN
NOLADE21MDG;STADTSPARKASSE MAGDEBURG
NOLADE21MEL;KREISSPARKASSE MELLE
NOLADE21MQU;SAALESPARKASSE
NOLADE21MST;SPARKASSE MECKLENBURG-STRELITZ
NOLADE21NBS;SPARKASSE NEUBRANDENBURG-DEMMIN
NOLADE21NIB;SPARKASSE NIENBURG
NOLADE21NOH;KREISSPARKASSE GRAFSCHAFT BENTHEIM
NOLADE21NOM;KREISSPARKASSE NORTHEIM
NOLADE21NOS;NORD-OSTSEE SPARKASSE
NOLADE21OHA;SPARKASSE OSTERODE AM HARZ
NOLADE21PCH;SPARKASSE PARCHIM-LUEBZ
NOLADE21PEI;SPARKASSE HILDESHEIM GOSLAR PEINE
NOLADE21PLN;FOERDE SPARKASSE
NOLADE21PMT;STADTSPARKASSE BAD PYRMONT
NOLADE21PSW;SPARKASSE UECKER-RANDOW
NOLADE21RDB;SPARKASSE MITTELHOLSTEIN AG
NOLADE21ROS;OSTSEESPARKASSE ROSTOCK
NOLADE21RUE;SPARKASSE VORPOMMERN
NOLADE21RZB;KREISSPARKASSE HERZOGTUM LAUENBURG
NOLADE21SAC;STADTSPARKASSE BAD SACHSA
NOLADE21SAW;SPARKASSE ALTMARK WEST
NOLADE21SDL;KREISSPARKASSE STENDAL
NOLADE21SES;SALZLANDSPARKASSE
NOLADE21SHG;SPARKASSE SCHAUMBURG
NOLADE21SHO;SPARKASSE SUEDHOLSTEIN
NOLADE21SNS;SPARKASSE MECKLENBURG-SCHWERIN
NOLADE21SOL;KREISSPARKASSE SOLTAU
NOLADE21SPL;SPARKASSE ZU LUEBECK AG
NOLADE21STK;KREISSPARKASSE STADE
NOLADE21STS;SPARKASSE STADE-ALTES LAND
NOLADE21SWB;SPARKASSE HAMELN-WESERBERGLAND
NOLADE21SZG;SPARKASSE HILDESHEIM GOSLAR PEINE
NOLADE21UEL;SPARKASSE UELZEN LUECHOW-DANNENBERG
NOLADE21WAL;KREISSPARKASSE FALLINGBOSTEL
NOLADE21WBL;SPARKASSE WITTENBERG
NOLADE21WEB;SPARKASSE MITTELHOLSTEIN AG
NOLADE21WED;STADTSPARKASSE WEDEL
NOLADE21WHO;SPARKASSE WESTHOLSTEIN
NOLADE21WIS;SPARKASSE MECKLENBURG-NORDWEST
NOLADE21WRN;SPARKASSE MUERITZ
NOLADE21WSF;SPARKASSE BURGENLANDKREIS
NOLADE21WST;STADTSPARKASSE WUNSTORF
NOLADE21ZER;KREISSPARKASSE ANHALT-BITTERFELD
NOLADE22;SPARKASSE OSNABRUECK
NORSDE51;NORISBANK GMBH
NORSDE71;NORISBANK GMBH
NRWBDEDM;NRW. BANK
NTSBDEB1;N26 BANK GMBH
NZFMDEF1;NIBC BANK N.V. ZWEIGNIEDERLASSUNG FRANKFURT AM MAIN
OASPDE6A;KREISSPARKASSE OSTALB
OBKLDEMX;OBERBANK AG
OLBODEH2;OLDENBURGISCHE LANDESBANK AG
OSCBDEH1;OTTO M. SCHROEDER BANK AKTIENGESELLSCHAFT
OSDDDE81;OSTSACHSISCHE SPARKASSE DRESDEN
OWHBDEFF;VTB BANK (EUROPE) SE
OYAKDE5K;OYAK ANKER BANK GMBH
PAGMDEM1;PAYCENTER GMBH
PARBDEFF;BNP PARIBAS SECURITIES SERVICES, GERMANY
PBNKDEFF;DB PRIVAT- UND FIRMENKUNDENBANK AG (POSTBANK)
PCBCDEFF;CHINA CONSTRUCTION BANK
PICTDEFF;PICTET AND CIE (EUROPE) S.A. NIEDERLASSUNG FRANKFURT
PLFGDE5AIKB;IKANO BANK AB (PUBL), ZWEIGNIEDERLASSUNG DEUTSCHLAND
PLUMDE29;BANKHAUS CARL F. PLUMP AND CO
PORTDEDD;PORTIGON AG
PRCBDEFF;PROCREDIT BANK AG
PULSDEDD;S BROKER AG
PULSDE5W;S BROKER AG AND CO KG
PZHSDE66;SPARKASSE PFORZHEIM CALW
QLCKDED1;EASYBANK AG NIEDERLASSUNG DEUTSCHLAND
QUBADE71;BSQ BAUSPAR AG
QUBKDEBB;QUIRIN PRIVATBANK AG
RABODEFF;RABOBANK INTERNATIONAL
RABODEFFDIR;RABOBANK FRANKFURT
RBMFDEF1;RAIFFEISENBANK MAINTAL NDL. D. FRANKFURTER VB
RCIDDE3NPAY;RCI BANQUE S.A. NIEDERLASSUNG DEUTSCHLAND
REBMDEMMCPM;DEUTSCHE PFANDBRIEFBANK AG
REBMDEMMCPP;DEUTSCHE PFANDBRIEFBANK AG
REBMDEMMXXX;DEUTSCHE PFANDBRIEFBANK AG
REBMDEMM555;DEUTSCHE PFANDBRIEFBANK AG
REBMDE7C;DEUTSCHE PFANDBRIEFBANK AG COVERPOOL
RZOODE77;RAIFFEISENLANDESBANK OBEROESTERREICH AKTIENGESELLSCHAFT ZWEIGNIEDERLAS
RZTIDE71;RAIFFEISEN-LANDESBANK TIROL AG ZWEIGNIEDERLASSUNG JUNGHOLZ
SABADE5S;BANK 1 SAAR EG
SABDDE81;SACHSISCHE AUFBAUBANK - FOERDERBANK
SABUDES1;RSB RETAIL + SERVICE BANK GMBH
SABUDE6S;RSB RETAIL AND SERVICE BANK GMBH (PREV.:SABU SCHUH AND MARKETING GMBH)
SAKSDE55;SPARKASSE SAARBRUECKEN
SALADE51HOM;KREISSPARKASSE SAARPFALZ/HOMBURG/SAAR
SALADE51NKS;SPARKASSE NEUNKIRCHEN/SAAR
SALADE51VKS;STADTSPARKASSE VOELKLINGEN
SALADE51WND;KREISSPARKASSE ST. WENDEL
SALADE55;LANDESBANK SAAR
SBCRDE66;KREISSPARKASSE BIBERACH
SBINDEFF;STATE BANK OF INDIA
SBOSDEMX;STATE STREET BANK INTERNATIONAL GMBH
SBREDE22;SPARKASSE BREMEN AG, DIE
SCBLDEFX;STANDARD CHARTERED BANK GERMANY BRANCH
SCBLDEF1CBG;STANDARD CHARTERED BANK (GERMANY) GMBH
SCFBDE33;SANTANDER CONSUMER BANK AG
SCHWDESS;SCHWAEBISCHE BANK AKTIENGESELLSCHAFT
SCRUDE51;SERVICE CREDIT UNION
SDUEDE33;SPARKASSE DUEREN
SEATDE21;SEAT BANK GMBH
SECGDEFF;SWISS EURO CLEARING BANK GMBH
SEPBDEFF;BANK SEPAH-IRAN
SEZDDEF1;SBERBANK EUROPE AG ZWEIGNIEDERLASSUNG DEUTSCHLAND
SHBKDEFF;SHINHAN BANK EUROPE GMBH
SIBADEMM;SIEMENS BANK GMBH
SIBSDEHH;SIGNAL IDUNA BAUSPAR AG
SIHRDEH1FFM;BANK SADERAT IRAN FRANKFURT BRANCH
SIHRDEH1HAM;BANK SADERAT IRAN HAMBURG BRANCH
SIKBDE55;SIKB AG-SAARLAENDISCHE INVESTITIONSKREDIT-BANK AG
SKGIDE5F;SPARKASSE GIESSEN
SKHRDE6W;SPARKASSE HOCHRHEIN
SKLODE66;SPARKASSE LOERRACH-RHEINFELDEN
SKODDE21;SKODA BANK
SKPADEB1;LANDESBANK BERLIN AG-S-KREDITPARTNER
SLZODE22;LANDESSPARKASSE ZU OLDENBURG
SMBCDEDD;SUMITOMO MITSUI BANKING CORPORATION
SMBCDEFF;SMBC BANK EU AG
SMHBDEFF;UBS EUROPE SE
SOBKDEBB;SOLARIS BANK AG
SOBKDEB2;SOLARIS BANK AG
SOGEDEFF;SOCIETE GENERALE S.A.
SOLADEP1FI7;LBBW Kommunikations-BIC
SOLADEP1SI1;BADEN-WUERTTEMBERGISCHE BANK         (UP) wegen EBICS
SOLADEST;LANDESBANK BADEN-WUERTTEMBERG
SOLADES1BAD;SPARKASSE BADEN-BADEN GAGGENAU
SOLADES1BAL;SPARKASSE ZOLLERNALB
SOLADES1BAT;KREISSPARKASSE BAUTZEN
SOLADES1BHL;SPARKASSE BUEHL
SOLADES1BND;SPARKASSE BONNDORF-STUEHLINGEN
SOLADES1DES;STADT- UND KREISSPARKASSE LEIPZIG
SOLADES1DLN;KREISSPARKASSE DOEBELN
SOLADES1DOE;SPARKASSE SCHWARZWALD-BAAR
SOLADES1ENG;SPARKASSE ENGEN-GOTTMADINGEN
SOLADES1ETT;SPARKASSE KARLSRUHE ETTLINGEN
SOLADES1FDS;KREISSPARKASSE FREUDENSTADT
SOLADES1GEB;SPARKASSE GENGENBACH
SOLADES1GRM;SPARKASSE MULDENTAL
SOLADES1HAL;SPARKASSE HASLACH-ZELL
SOLADES1HDB;SPARKASSE HEIDELBERG
SOLADES1HDH;KREISSPARKASSE HEIDENHEIM
SOLADES1HOC;SPARKASSE HEIDELBERG
SOLADES1HSW;SPARKASSE HOCHSCHWARZWALD
SOLADES1KEL;SPARKASSE HANAUERLAND
SOLADES1KNZ;SPARKASSE BODENSEE (FORMERLY SPARKASSE KONSTANZ)
SOLADES1KUN;SPARKASSE HOHENLOHEKREIS
SOLADES1LBG;KREISSPARKASSE LUDWIGSBURG
SOLADES1MEI;SPARKASSE MEISSEN
SOLADES1MGL;SPARKASSE MARKGRAEFLERLAND
SOLADES1MOS;SPARKASSE NECKARTAL-ODENWALD
SOLADES1OFG;SPARKASSE OFFENBURG/ORTENAU
SOLADES1PFD;SPARKASSE PFULLENDORF-MESSKIRCH
SOLADES1RAS;SPARKASSE RASTATT-GERNSBACH
SOLADES1REN;BEZIRKSSPARKASSE REICHENAU
SOLADES1REU;KREISSPARKASSE REUTLINGEN
SOLADES1RVB;KREISSPARKASSE RAVENSBURG
SOLADES1RWL;KREISSPARKASSE ROTTWEIL
SOLADES1SAL;SPARKASSE SALEM - HEILIGENBERG
SOLADES1SCH;SPARKASSE WIESENTAL
SOLADES1SFH;SPARKASSE WIESENTAL
SOLADES1SHA;SPARKASSE SCHWAEBISCH HALL-CRAILSHEIM
SOLADES1SIG;HOHENZOLLERISCHE LANDESBANK KREISSPARKASSE
SOLADES1SNG;SPARKASSE HEGAU-BODENSEE
SOLADES1STB;SPARKASSE ST. BLASIEN
SOLADES1STF;SPARKASSE STAUFEN-BREISACH
SOLADES1STO;SPARKASSE HEGAU-BODENSEE
SOLADES1SUW;SPARKASSE SUEDLICHE WEINSTRASSE IN LANDAU
SOLADES1TBB;SPARKASSE TAUBERFRANKEN
SOLADES1TUB;KREISSPARKASSE TUEBINGEN
SOLADES1TUT;KREISSPARKASSE TUTTLINGEN
SOLADES1ULM;SPARKASSE ULM
SOLADES1VSS;SPARKASSE SCHWARZWALD-BAAR
SOLADES1WBN;KREISSPARKASSE WAIBLINGEN
SOLADES1WOF;SPARKASSE WOLFACH
SOLSDE33;STADT-SPARKASSE SOLINGEN
SOPPDEFFXXX;OPPENHEIM,SAL.,JR. UND CIE
SOPPDE3K;SAL.OPPENHEIM JR.U.CIE.AG U.CO.KGAA
SPBIDE3B;SPARKASSE BIELEFELD
SPESDE3E;SPARKASSE ESSEN
SPKHDE2H;SPARKASSE HANNOVER
SPKRDE33;SPARKASSE KREFELD
SPMHDE3E;SPARKASSE MUELHEIM AN DER RUHR
SPSHDE31;STADTSPARKASSE SPROCKHOEVEL
SRRADEM1BBK;BANK J. SAFRA SARASIN (DEUTSCHLAND) AG
SSKMDEMM;STADTSPARKASSE MUENCHEN
SSKNDE77;SPARKASSE NUERNBERG
SUFGDE51;SUED-WEST-KREDITBANK FINANZIERUNG GMBH
SUSKDEM1;SUEDTIROLER SPARKASSE
SWBSDESS;SUEDWESTBANK AG
SXPYDEHH;SAXO PAYMENTS A/S
SYBKDE22;SYDBANK A/S
TCZBDEFF;ZIRAAT BANK INTERNATIONAL AG
TEAMDE71;TEAMBANK AG
TEKRDE71;TEBA KREDITBANK GMBH AND CO. KG
TOBADE33;TOYOTA KREDITBANK GMBH
TRDADEB1;TRADEGATE AG
TRISDE55;SPARKASSE TRIER
TRODDEF1;TRIODOS BANK N.V. DEUTSCHLAND
TRUFDE66;TRUMPF FINANCIAL SERVICES GMBH
TUBDDEDD;HSBC TRINKAUS UND BURKHARDT AG
TUBDDEHH;HSBC TRINKAUS UND BURKHARDT AG
TVBADEFF;VAKIFBANK INTERNATIONAL AG
UBSWDEFF;UBS DEUTSCHLAND AG
UGBIDEDD;GARANTIBANK INTERNATIONAL NV
ULMVDE66;VOLKSBANK ULM-BIBERACH EG
UMWEDE7N;UMWELTBANK AG
UNBNDE21;UNION - BANK AKTIENGESELLSCHAFT
VBANDEMM;V-BANK AG
VBGTDE3M;VOLKSBANK BIELEFELD-GUETERSLOH EG
VBMHDE5F;VOLKSBANK MITTELHESSEN EG
VBPFDE66;VOLKSBANK PFORZHEIM EG
VBRADE6K;VOLKSBANK BADEN-BADEN RASTATT EG
VBRSDE33;VOLKSBANK IM BERGISCHEN LAND EG
VBRTDE6R;VOLKSBANK REUTLINGEN EG
VGAGDEHH;VARENGOLD BANK AG
VOBADESS;VOLKSBANK STUTTGART EG
VOHADE2H;HANNOVERSCHE VOLKSBANK EG
VOLODE66;VOLKSBANK DREILAENDERECK EG
VONEDE33;BNP PARIBAS S.A. NDL. DEUTSCHLAND FORMER VON ESSEN BANK
VONTDEM1;BANK VONTOBEL EUROPE AG
VOWADE2B;VOLKSWAGEN BANK GMBH
VRBUDE51;VR BANK UNTERTAUNUS EG
VRDIDEFF;VR SMART FINANZ BANK GMBH
WBAGDEA1;WUESTENROT BANK AG PFANDBRIEFBANK
WBAGDE61;WUESTENROT BANK AG PFANDBRIEFBANK
WBWCDEHH;M.M. WARBURG U. CO KOMMANDITGESELLSCHAFT AUF AKTIEN
WEFZDED1;BANK 11 FUR PRIVATKUNDEN UND HANDEL GMBH
WEGBDE77;WEG BANK AG
WELADEDD;LANDESBANK HESSEN-THUERINGEN GIROZENTRALE, DUESSELDORF
WELADEDL;SPARKASSE LEVERKUSEN
WELADEDN;SPARKASSE NEUSS
WELADEDR;STADTSPARKASSE REMSCHEID
WELADED1ALK;SPARKASSE ATTENDORN LENNESTADT KIRCHHUNDEM
WELADED1ARN;SPARKASSE ARNSBERG - SUNDERN
WELADED1BEB;SPARKASSE WITTGENSTEIN
WELADED1BEK;SPARKASSE BECKUM - WADERSLOH
WELADED1BGK;SPARKASSE BERGKAMEN - BOENEN
WELADED1BLO;STADTSPARKASSE BLOMBERG
